origem,destino,tipo_conexao,justificativa,peso
Cereals and potatoes,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,365.8
Cereals and potatoes,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,321.1
Breakfast cereals,Coffees,cafe_da_manha,cereal acompanhado de bebida,246.8
Breakfast cereals,Teas,cafe_da_manha,cereal acompanhado de bebida,174.9
Breakfast cereals,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,172.1
Breakfast cereals,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,209.1
Breakfast cereals,Sodas,cafe_da_manha,cereal acompanhado de bebida,198.2
Breakfast cereals,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,204.4
Breakfast cereals,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,195.5
Breakfast cereals,Orange juices,cafe_da_manha,cereal acompanhado de bebida,199.8
Breakfast cereals,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,198.9
Breakfast cereals,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,194.2
Breakfast cereals,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,182.4
Breakfast cereals,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,205.5
Breakfast cereals,Beverages,cafe_da_manha,cereal acompanhado de bebida,232.9
Breakfast cereals,Beers,cafe_da_manha,cereal acompanhado de bebida,201.1
Rolled oats,Coffees,cafe_da_manha,cereal acompanhado de bebida,238.0
Rolled oats,Teas,cafe_da_manha,cereal acompanhado de bebida,166.1
Rolled oats,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,163.2
Rolled oats,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,200.2
Rolled oats,Sodas,cafe_da_manha,cereal acompanhado de bebida,189.3
Rolled oats,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,195.6
Rolled oats,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,186.7
Rolled oats,Orange juices,cafe_da_manha,cereal acompanhado de bebida,191.0
Rolled oats,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,190.1
Rolled oats,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,185.4
Rolled oats,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,173.6
Rolled oats,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,196.7
Rolled oats,Beverages,cafe_da_manha,cereal acompanhado de bebida,224.1
Rolled oats,Beers,cafe_da_manha,cereal acompanhado de bebida,192.3
Cereals and their products,Coffees,cafe_da_manha,cereal acompanhado de bebida,244.3
Cereals and their products,Teas,cafe_da_manha,cereal acompanhado de bebida,172.4
Cereals and their products,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,169.6
Cereals and their products,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,206.6
Cereals and their products,Sodas,cafe_da_manha,cereal acompanhado de bebida,195.7
Cereals and their products,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,201.9
Cereals and their products,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,193.0
Cereals and their products,Orange juices,cafe_da_manha,cereal acompanhado de bebida,197.3
Cereals and their products,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,196.4
Cereals and their products,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,191.7
Cereals and their products,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,179.9
Cereals and their products,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,203.0
Cereals and their products,Beverages,cafe_da_manha,cereal acompanhado de bebida,230.4
Cereals and their products,Beers,cafe_da_manha,cereal acompanhado de bebida,198.6
Oat brans,Coffees,cafe_da_manha,cereal acompanhado de bebida,221.8
Oat brans,Teas,cafe_da_manha,cereal acompanhado de bebida,149.9
Oat brans,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,147.1
Oat brans,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,184.1
Oat brans,Sodas,cafe_da_manha,cereal acompanhado de bebida,173.2
Oat brans,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,179.4
Oat brans,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,170.5
Oat brans,Orange juices,cafe_da_manha,cereal acompanhado de bebida,174.8
Oat brans,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,173.9
Oat brans,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,169.2
Oat brans,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,157.4
Oat brans,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,180.5
Oat brans,Beverages,cafe_da_manha,cereal acompanhado de bebida,207.9
Oat brans,Beers,cafe_da_manha,cereal acompanhado de bebida,176.1
Rices,Coffees,cafe_da_manha,cereal acompanhado de bebida,209.3
Rices,Teas,cafe_da_manha,cereal acompanhado de bebida,137.4
Rices,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,134.6
Rices,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,171.6
Rices,Sodas,cafe_da_manha,cereal acompanhado de bebida,160.7
Rices,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,166.9
Rices,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,158.0
Rices,Orange juices,cafe_da_manha,cereal acompanhado de bebida,162.3
Rices,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,161.4
Rices,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,156.8
Rices,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,144.9
Rices,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,168.0
Rices,Beverages,cafe_da_manha,cereal acompanhado de bebida,195.4
Rices,Beers,cafe_da_manha,cereal acompanhado de bebida,163.7
Pastas,Coffees,cafe_da_manha,cereal acompanhado de bebida,214.3
Pastas,Teas,cafe_da_manha,cereal acompanhado de bebida,142.4
Pastas,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,139.6
Pastas,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,176.6
Pastas,Sodas,cafe_da_manha,cereal acompanhado de bebida,165.7
Pastas,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,171.9
Pastas,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,163.0
Pastas,Orange juices,cafe_da_manha,cereal acompanhado de bebida,167.3
Pastas,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,166.4
Pastas,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,161.7
Pastas,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,149.9
Pastas,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,173.0
Pastas,Beverages,cafe_da_manha,cereal acompanhado de bebida,200.4
Pastas,Beers,cafe_da_manha,cereal acompanhado de bebida,168.6
Instant noodles,Coffees,cafe_da_manha,cereal acompanhado de bebida,255.4
Instant noodles,Teas,cafe_da_manha,cereal acompanhado de bebida,183.5
Instant noodles,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,180.7
Instant noodles,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,217.7
Instant noodles,Sodas,cafe_da_manha,cereal acompanhado de bebida,206.8
Instant noodles,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,213.0
Instant noodles,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,204.1
Instant noodles,Orange juices,cafe_da_manha,cereal acompanhado de bebida,208.4
Instant noodles,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,207.5
Instant noodles,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,202.8
Instant noodles,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,191.0
Instant noodles,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,214.1
Instant noodles,Beverages,cafe_da_manha,cereal acompanhado de bebida,241.5
Instant noodles,Beers,cafe_da_manha,cereal acompanhado de bebida,209.8
Wheat flours,Coffees,cafe_da_manha,cereal acompanhado de bebida,244.5
Wheat flours,Teas,cafe_da_manha,cereal acompanhado de bebida,172.6
Wheat flours,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,169.8
Wheat flours,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,206.8
Wheat flours,Sodas,cafe_da_manha,cereal acompanhado de bebida,195.8
Wheat flours,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,202.1
Wheat flours,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,193.2
Wheat flours,Orange juices,cafe_da_manha,cereal acompanhado de bebida,197.5
Wheat flours,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,196.6
Wheat flours,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,191.9
Wheat flours,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,180.1
Wheat flours,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,203.2
Wheat flours,Beverages,cafe_da_manha,cereal acompanhado de bebida,230.6
Wheat flours,Beers,cafe_da_manha,cereal acompanhado de bebida,198.8
Cereals and potatoes,Coffees,cafe_da_manha,cereal acompanhado de bebida,278.6
Cereals and potatoes,Teas,cafe_da_manha,cereal acompanhado de bebida,206.7
Cereals and potatoes,Herbal teas,cafe_da_manha,cereal acompanhado de bebida,203.9
Cereals and potatoes,Sweetened beverages,cafe_da_manha,cereal acompanhado de bebida,240.9
Cereals and potatoes,Sodas,cafe_da_manha,cereal acompanhado de bebida,230.0
Cereals and potatoes,Juices and nectars,cafe_da_manha,cereal acompanhado de bebida,236.2
Cereals and potatoes,Fruit juices,cafe_da_manha,cereal acompanhado de bebida,227.3
Cereals and potatoes,Orange juices,cafe_da_manha,cereal acompanhado de bebida,231.7
Cereals and potatoes,Grape nectars,cafe_da_manha,cereal acompanhado de bebida,230.8
Cereals and potatoes,Fruit nectars,cafe_da_manha,cereal acompanhado de bebida,226.1
Cereals and potatoes,Coconut waters,cafe_da_manha,cereal acompanhado de bebida,214.2
Cereals and potatoes,Energy drinks,cafe_da_manha,cereal acompanhado de bebida,237.3
Cereals and potatoes,Beverages,cafe_da_manha,cereal acompanhado de bebida,264.7
Cereals and potatoes,Beers,cafe_da_manha,cereal acompanhado de bebida,233.0
Coffees,Chocolates,lanche,bebida com doce,290.9
Coffees,Dark chocolates,lanche,bebida com doce,312.6
Coffees,Milk chocolates,lanche,bebida com doce,293.8
Coffees,Candy chocolate bars,lanche,bebida com doce,325.1
Coffees,Biscuits,lanche,bebida com doce,267.6
Coffees,Filled biscuits,lanche,bebida com doce,288.0
Coffees,Chocolate biscuits,lanche,bebida com doce,286.4
Coffees,Ice creams,lanche,bebida com doce,199.3
Coffees,Ice creams and sorbets,lanche,bebida com doce,184.2
Coffees,Alfajores,lanche,bebida com doce,257.2
Coffees,Candies,lanche,bebida com doce,266.2
Coffees,Confectioneries,lanche,bebida com doce,265.1
Coffees,Wafers,lanche,bebida com doce,302.2
Coffees,Stuffed wafers,lanche,bebida com doce,291.2
Coffees,Dulces,lanche,bebida com doce,291.1
Coffees,Postres,lanche,bebida com doce,146.8
Coffees,Peanut bars,lanche,bebida com doce,275.1
Teas,Chocolates,lanche,bebida com doce,218.9
Teas,Dark chocolates,lanche,bebida com doce,240.7
Teas,Milk chocolates,lanche,bebida com doce,221.9
Teas,Candy chocolate bars,lanche,bebida com doce,253.1
Teas,Biscuits,lanche,bebida com doce,195.7
Teas,Filled biscuits,lanche,bebida com doce,216.1
Teas,Chocolate biscuits,lanche,bebida com doce,214.5
Teas,Ice creams,lanche,bebida com doce,127.3
Teas,Ice creams and sorbets,lanche,bebida com doce,112.2
Teas,Alfajores,lanche,bebida com doce,185.3
Teas,Candies,lanche,bebida com doce,194.3
Teas,Confectioneries,lanche,bebida com doce,193.2
Teas,Wafers,lanche,bebida com doce,230.2
Teas,Stuffed wafers,lanche,bebida com doce,219.2
Teas,Dulces,lanche,bebida com doce,219.1
Teas,Postres,lanche,bebida com doce,74.8
Teas,Peanut bars,lanche,bebida com doce,203.1
Herbal teas,Chocolates,lanche,bebida com doce,216.1
Herbal teas,Dark chocolates,lanche,bebida com doce,237.8
Herbal teas,Milk chocolates,lanche,bebida com doce,219.1
Herbal teas,Candy chocolate bars,lanche,bebida com doce,250.3
Herbal teas,Biscuits,lanche,bebida com doce,192.8
Herbal teas,Filled biscuits,lanche,bebida com doce,213.2
Herbal teas,Chocolate biscuits,lanche,bebida com doce,211.7
Herbal teas,Ice creams,lanche,bebida com doce,124.5
Herbal teas,Ice creams and sorbets,lanche,bebida com doce,109.4
Herbal teas,Alfajores,lanche,bebida com doce,182.5
Herbal teas,Candies,lanche,bebida com doce,191.5
Herbal teas,Confectioneries,lanche,bebida com doce,190.3
Herbal teas,Wafers,lanche,bebida com doce,227.4
Herbal teas,Stuffed wafers,lanche,bebida com doce,216.4
Herbal teas,Dulces,lanche,bebida com doce,216.3
Herbal teas,Postres,lanche,bebida com doce,72.0
Herbal teas,Peanut bars,lanche,bebida com doce,200.3
Sweetened beverages,Chocolates,lanche,bebida com doce,253.1
Sweetened beverages,Dark chocolates,lanche,bebida com doce,274.9
Sweetened beverages,Milk chocolates,lanche,bebida com doce,256.1
Sweetened beverages,Candy chocolate bars,lanche,bebida com doce,287.3
Sweetened beverages,Biscuits,lanche,bebida com doce,229.8
Sweetened beverages,Filled biscuits,lanche,bebida com doce,250.2
Sweetened beverages,Chocolate biscuits,lanche,bebida com doce,248.7
Sweetened beverages,Ice creams,lanche,bebida com doce,161.6
Sweetened beverages,Ice creams and sorbets,lanche,bebida com doce,146.4
Sweetened beverages,Alfajores,lanche,bebida com doce,219.5
Sweetened beverages,Candies,lanche,bebida com doce,228.5
Sweetened beverages,Confectioneries,lanche,bebida com doce,227.3
Sweetened beverages,Wafers,lanche,bebida com doce,264.4
Sweetened beverages,Stuffed wafers,lanche,bebida com doce,253.4
Sweetened beverages,Dulces,lanche,bebida com doce,253.3
Sweetened beverages,Postres,lanche,bebida com doce,109.0
Sweetened beverages,Peanut bars,lanche,bebida com doce,237.3
Sodas,Chocolates,lanche,bebida com doce,242.2
Sodas,Dark chocolates,lanche,bebida com doce,263.9
Sodas,Milk chocolates,lanche,bebida com doce,245.2
Sodas,Candy chocolate bars,lanche,bebida com doce,276.4
Sodas,Biscuits,lanche,bebida com doce,218.9
Sodas,Filled biscuits,lanche,bebida com doce,239.3
Sodas,Chocolate biscuits,lanche,bebida com doce,237.8
Sodas,Ice creams,lanche,bebida com doce,150.7
Sodas,Ice creams and sorbets,lanche,bebida com doce,135.5
Sodas,Alfajores,lanche,bebida com doce,208.6
Sodas,Candies,lanche,bebida com doce,217.6
Sodas,Confectioneries,lanche,bebida com doce,216.4
Sodas,Wafers,lanche,bebida com doce,253.5
Sodas,Stuffed wafers,lanche,bebida com doce,242.5
Sodas,Dulces,lanche,bebida com doce,242.4
Sodas,Postres,lanche,bebida com doce,98.2
Sodas,Peanut bars,lanche,bebida com doce,226.4
Juices and nectars,Chocolates,lanche,bebida com doce,248.4
Juices and nectars,Dark chocolates,lanche,bebida com doce,270.1
Juices and nectars,Milk chocolates,lanche,bebida com doce,251.4
Juices and nectars,Candy chocolate bars,lanche,bebida com doce,282.6
Juices and nectars,Biscuits,lanche,bebida com doce,225.1
Juices and nectars,Filled biscuits,lanche,bebida com doce,245.6
Juices and nectars,Chocolate biscuits,lanche,bebida com doce,244.0
Juices and nectars,Ice creams,lanche,bebida com doce,156.8
Juices and nectars,Ice creams and sorbets,lanche,bebida com doce,141.7
Juices and nectars,Alfajores,lanche,bebida com doce,214.8
Juices and nectars,Candies,lanche,bebida com doce,223.8
Juices and nectars,Confectioneries,lanche,bebida com doce,222.6
Juices and nectars,Wafers,lanche,bebida com doce,259.8
Juices and nectars,Stuffed wafers,lanche,bebida com doce,248.8
Juices and nectars,Dulces,lanche,bebida com doce,248.6
Juices and nectars,Postres,lanche,bebida com doce,104.3
Juices and nectars,Peanut bars,lanche,bebida com doce,232.6
Fruit juices,Chocolates,lanche,bebida com doce,239.5
Fruit juices,Dark chocolates,lanche,bebida com doce,261.3
Fruit juices,Milk chocolates,lanche,bebida com doce,242.5
Fruit juices,Candy chocolate bars,lanche,bebida com doce,273.8
Fruit juices,Biscuits,lanche,bebida com doce,216.3
Fruit juices,Filled biscuits,lanche,bebida com doce,236.7
Fruit juices,Chocolate biscuits,lanche,bebida com doce,235.1
Fruit juices,Ice creams,lanche,bebida com doce,148.0
Fruit juices,Ice creams and sorbets,lanche,bebida com doce,132.8
Fruit juices,Alfajores,lanche,bebida com doce,205.9
Fruit juices,Candies,lanche,bebida com doce,214.9
Fruit juices,Confectioneries,lanche,bebida com doce,213.8
Fruit juices,Wafers,lanche,bebida com doce,250.9
Fruit juices,Stuffed wafers,lanche,bebida com doce,239.9
Fruit juices,Dulces,lanche,bebida com doce,239.8
Fruit juices,Postres,lanche,bebida com doce,95.5
Fruit juices,Peanut bars,lanche,bebida com doce,223.8
Orange juices,Chocolates,lanche,bebida com doce,243.8
Orange juices,Dark chocolates,lanche,bebida com doce,265.6
Orange juices,Milk chocolates,lanche,bebida com doce,246.8
Orange juices,Candy chocolate bars,lanche,bebida com doce,278.1
Orange juices,Biscuits,lanche,bebida com doce,220.6
Orange juices,Filled biscuits,lanche,bebida com doce,241.0
Orange juices,Chocolate biscuits,lanche,bebida com doce,239.4
Orange juices,Ice creams,lanche,bebida com doce,152.3
Orange juices,Ice creams and sorbets,lanche,bebida com doce,137.2
Orange juices,Alfajores,lanche,bebida com doce,210.2
Orange juices,Candies,lanche,bebida com doce,219.2
Orange juices,Confectioneries,lanche,bebida com doce,218.1
Orange juices,Wafers,lanche,bebida com doce,255.2
Orange juices,Stuffed wafers,lanche,bebida com doce,244.2
Orange juices,Dulces,lanche,bebida com doce,244.1
Orange juices,Postres,lanche,bebida com doce,99.8
Orange juices,Peanut bars,lanche,bebida com doce,228.1
Grape nectars,Chocolates,lanche,bebida com doce,242.9
Grape nectars,Dark chocolates,lanche,bebida com doce,264.7
Grape nectars,Milk chocolates,lanche,bebida com doce,245.9
Grape nectars,Candy chocolate bars,lanche,bebida com doce,277.2
Grape nectars,Biscuits,lanche,bebida com doce,219.7
Grape nectars,Filled biscuits,lanche,bebida com doce,240.1
Grape nectars,Chocolate biscuits,lanche,bebida com doce,238.5
Grape nectars,Ice creams,lanche,bebida com doce,151.4
Grape nectars,Ice creams and sorbets,lanche,bebida com doce,136.2
Grape nectars,Alfajores,lanche,bebida com doce,209.3
Grape nectars,Candies,lanche,bebida com doce,218.3
Grape nectars,Confectioneries,lanche,bebida com doce,217.2
Grape nectars,Wafers,lanche,bebida com doce,254.3
Grape nectars,Stuffed wafers,lanche,bebida com doce,243.3
Grape nectars,Dulces,lanche,bebida com doce,243.2
Grape nectars,Postres,lanche,bebida com doce,98.9
Grape nectars,Peanut bars,lanche,bebida com doce,227.2
Fruit nectars,Chocolates,lanche,bebida com doce,238.2
Fruit nectars,Dark chocolates,lanche,bebida com doce,260.0
Fruit nectars,Milk chocolates,lanche,bebida com doce,241.2
Fruit nectars,Candy chocolate bars,lanche,bebida com doce,272.4
Fruit nectars,Biscuits,lanche,bebida com doce,215.0
Fruit nectars,Filled biscuits,lanche,bebida com doce,235.4
Fruit nectars,Chocolate biscuits,lanche,bebida com doce,233.8
Fruit nectars,Ice creams,lanche,bebida com doce,146.7
Fruit nectars,Ice creams and sorbets,lanche,bebida com doce,131.6
Fruit nectars,Alfajores,lanche,bebida com doce,204.7
Fruit nectars,Candies,lanche,bebida com doce,213.7
Fruit nectars,Confectioneries,lanche,bebida com doce,212.5
Fruit nectars,Wafers,lanche,bebida com doce,249.6
Fruit nectars,Stuffed wafers,lanche,bebida com doce,238.6
Fruit nectars,Dulces,lanche,bebida com doce,238.5
Fruit nectars,Postres,lanche,bebida com doce,94.2
Fruit nectars,Peanut bars,lanche,bebida com doce,222.5
Coconut waters,Chocolates,lanche,bebida com doce,226.4
Coconut waters,Dark chocolates,lanche,bebida com doce,248.2
Coconut waters,Milk chocolates,lanche,bebida com doce,229.4
Coconut waters,Candy chocolate bars,lanche,bebida com doce,260.6
Coconut waters,Biscuits,lanche,bebida com doce,203.2
Coconut waters,Filled biscuits,lanche,bebida com doce,223.6
Coconut waters,Chocolate biscuits,lanche,bebida com doce,222.0
Coconut waters,Ice creams,lanche,bebida com doce,134.8
Coconut waters,Ice creams and sorbets,lanche,bebida com doce,119.7
Coconut waters,Alfajores,lanche,bebida com doce,192.8
Coconut waters,Candies,lanche,bebida com doce,201.8
Coconut waters,Confectioneries,lanche,bebida com doce,200.7
Coconut waters,Wafers,lanche,bebida com doce,237.8
Coconut waters,Stuffed wafers,lanche,bebida com doce,226.8
Coconut waters,Dulces,lanche,bebida com doce,226.6
Coconut waters,Postres,lanche,bebida com doce,82.3
Coconut waters,Peanut bars,lanche,bebida com doce,210.6
Energy drinks,Chocolates,lanche,bebida com doce,249.5
Energy drinks,Dark chocolates,lanche,bebida com doce,271.2
Energy drinks,Milk chocolates,lanche,bebida com doce,252.5
Energy drinks,Candy chocolate bars,lanche,bebida com doce,283.7
Energy drinks,Biscuits,lanche,bebida com doce,226.2
Energy drinks,Filled biscuits,lanche,bebida com doce,246.7
Energy drinks,Chocolate biscuits,lanche,bebida com doce,245.1
Energy drinks,Ice creams,lanche,bebida com doce,157.9
Energy drinks,Ice creams and sorbets,lanche,bebida com doce,142.8
Energy drinks,Alfajores,lanche,bebida com doce,215.9
Energy drinks,Candies,lanche,bebida com doce,224.9
Energy drinks,Confectioneries,lanche,bebida com doce,223.8
Energy drinks,Wafers,lanche,bebida com doce,260.8
Energy drinks,Stuffed wafers,lanche,bebida com doce,249.8
Energy drinks,Dulces,lanche,bebida com doce,249.7
Energy drinks,Postres,lanche,bebida com doce,105.4
Energy drinks,Peanut bars,lanche,bebida com doce,233.7
Beverages,Chocolates,lanche,bebida com doce,276.9
Beverages,Dark chocolates,lanche,bebida com doce,298.6
Beverages,Milk chocolates,lanche,bebida com doce,279.9
Beverages,Candy chocolate bars,lanche,bebida com doce,311.1
Beverages,Biscuits,lanche,bebida com doce,253.6
Beverages,Filled biscuits,lanche,bebida com doce,274.1
Beverages,Chocolate biscuits,lanche,bebida com doce,272.5
Beverages,Ice creams,lanche,bebida com doce,185.3
Beverages,Ice creams and sorbets,lanche,bebida com doce,170.2
Beverages,Alfajores,lanche,bebida com doce,243.3
Beverages,Candies,lanche,bebida com doce,252.3
Beverages,Confectioneries,lanche,bebida com doce,251.1
Beverages,Wafers,lanche,bebida com doce,288.2
Beverages,Stuffed wafers,lanche,bebida com doce,277.2
Beverages,Dulces,lanche,bebida com doce,277.1
Beverages,Postres,lanche,bebida com doce,132.8
Beverages,Peanut bars,lanche,bebida com doce,261.1
Beers,Chocolates,lanche,bebida com doce,245.2
Beers,Dark chocolates,lanche,bebida com doce,266.9
Beers,Milk chocolates,lanche,bebida com doce,248.1
Beers,Candy chocolate bars,lanche,bebida com doce,279.4
Beers,Biscuits,lanche,bebida com doce,221.9
Beers,Filled biscuits,lanche,bebida com doce,242.3
Beers,Chocolate biscuits,lanche,bebida com doce,240.8
Beers,Ice creams,lanche,bebida com doce,153.6
Beers,Ice creams and sorbets,lanche,bebida com doce,138.5
Beers,Alfajores,lanche,bebida com doce,211.6
Beers,Candies,lanche,bebida com doce,220.6
Beers,Confectioneries,lanche,bebida com doce,219.4
Beers,Wafers,lanche,bebida com doce,256.5
Beers,Stuffed wafers,lanche,bebida com doce,245.5
Beers,Dulces,lanche,bebida com doce,245.4
Beers,Postres,lanche,bebida com doce,101.1
Beers,Peanut bars,lanche,bebida com doce,229.4
Coffees,Snacks,lanche,bebida com salgadinho,251.6
Coffees,Crisps,lanche,bebida com salgadinho,287.5
Coffees,Potato crisps,lanche,bebida com salgadinho,310.8
Coffees,Corn chips,lanche,bebida com salgadinho,301.8
Coffees,Popcorn,lanche,bebida com salgadinho,251.8
Coffees,Peanuts,lanche,bebida com salgadinho,342.5
Teas,Snacks,lanche,bebida com salgadinho,179.6
Teas,Crisps,lanche,bebida com salgadinho,215.6
Teas,Potato crisps,lanche,bebida com salgadinho,238.9
Teas,Corn chips,lanche,bebida com salgadinho,229.8
Teas,Popcorn,lanche,bebida com salgadinho,179.8
Teas,Peanuts,lanche,bebida com salgadinho,270.6
Herbal teas,Snacks,lanche,bebida com salgadinho,176.8
Herbal teas,Crisps,lanche,bebida com salgadinho,212.8
Herbal teas,Potato crisps,lanche,bebida com salgadinho,236.1
Herbal teas,Corn chips,lanche,bebida com salgadinho,227.0
Herbal teas,Popcorn,lanche,bebida com salgadinho,177.0
Herbal teas,Peanuts,lanche,bebida com salgadinho,267.8
Sweetened beverages,Snacks,lanche,bebida com salgadinho,213.8
Sweetened beverages,Crisps,lanche,bebida com salgadinho,249.8
Sweetened beverages,Potato crisps,lanche,bebida com salgadinho,273.1
Sweetened beverages,Corn chips,lanche,bebida com salgadinho,264.0
Sweetened beverages,Popcorn,lanche,bebida com salgadinho,214.0
Sweetened beverages,Peanuts,lanche,bebida com salgadinho,304.8
Sodas,Snacks,lanche,bebida com salgadinho,202.9
Sodas,Crisps,lanche,bebida com salgadinho,238.8
Sodas,Potato crisps,lanche,bebida com salgadinho,262.2
Sodas,Corn chips,lanche,bebida com salgadinho,253.1
Sodas,Popcorn,lanche,bebida com salgadinho,203.1
Sodas,Peanuts,lanche,bebida com salgadinho,293.9
Juices and nectars,Snacks,lanche,bebida com salgadinho,209.1
Juices and nectars,Crisps,lanche,bebida com salgadinho,245.1
Juices and nectars,Potato crisps,lanche,bebida com salgadinho,268.4
Juices and nectars,Corn chips,lanche,bebida com salgadinho,259.3
Juices and nectars,Popcorn,lanche,bebida com salgadinho,209.3
Juices and nectars,Peanuts,lanche,bebida com salgadinho,300.1
Fruit juices,Snacks,lanche,bebida com salgadinho,200.2
Fruit juices,Crisps,lanche,bebida com salgadinho,236.2
Fruit juices,Potato crisps,lanche,bebida com salgadinho,259.5
Fruit juices,Corn chips,lanche,bebida com salgadinho,250.4
Fruit juices,Popcorn,lanche,bebida com salgadinho,200.4
Fruit juices,Peanuts,lanche,bebida com salgadinho,291.2
Orange juices,Snacks,lanche,bebida com salgadinho,204.6
Orange juices,Crisps,lanche,bebida com salgadinho,240.5
Orange juices,Potato crisps,lanche,bebida com salgadinho,263.8
Orange juices,Corn chips,lanche,bebida com salgadinho,254.8
Orange juices,Popcorn,lanche,bebida com salgadinho,204.8
Orange juices,Peanuts,lanche,bebida com salgadinho,295.5
Grape nectars,Snacks,lanche,bebida com salgadinho,203.7
Grape nectars,Crisps,lanche,bebida com salgadinho,239.6
Grape nectars,Potato crisps,lanche,bebida com salgadinho,262.9
Grape nectars,Corn chips,lanche,bebida com salgadinho,253.8
Grape nectars,Popcorn,lanche,bebida com salgadinho,203.8
Grape nectars,Peanuts,lanche,bebida com salgadinho,294.6
Fruit nectars,Snacks,lanche,bebida com salgadinho,199.0
Fruit nectars,Crisps,lanche,bebida com salgadinho,234.9
Fruit nectars,Potato crisps,lanche,bebida com salgadinho,258.2
Fruit nectars,Corn chips,lanche,bebida com salgadinho,249.2
Fruit nectars,Popcorn,lanche,bebida com salgadinho,199.2
Fruit nectars,Peanuts,lanche,bebida com salgadinho,289.9
Coconut waters,Snacks,lanche,bebida com salgadinho,187.1
Coconut waters,Crisps,lanche,bebida com salgadinho,223.1
Coconut waters,Potato crisps,lanche,bebida com salgadinho,246.4
Coconut waters,Corn chips,lanche,bebida com salgadinho,237.3
Coconut waters,Popcorn,lanche,bebida com salgadinho,187.3
Coconut waters,Peanuts,lanche,bebida com salgadinho,278.1
Energy drinks,Snacks,lanche,bebida com salgadinho,210.2
Energy drinks,Crisps,lanche,bebida com salgadinho,246.2
Energy drinks,Potato crisps,lanche,bebida com salgadinho,269.4
Energy drinks,Corn chips,lanche,bebida com salgadinho,260.4
